age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,previous,poutcome,y
37,services,married,primary,no,52,yes,no,unknown,7,5,1,0,unknown,no
75,retired,divorced,primary,no,852,no,no,cellular,15,3,1,0,unknown,no
42,management,married,tertiary,no,520,no,no,cellular,4,11,1,0,unknown,no
38,technician,single,secondary,no,4366,yes,no,cellular,29,7,2,0,unknown,no
36,services,married,secondary,no,1981,no,no,unknown,17,6,2,0,unknown,no
31,blue-collar,married,secondary,no,1766,no,yes,cellular,5,6,2,0,unknown,yes
24,blue-collar,single,unknown,no,431,yes,no,unknown,3,6,12,0,unknown,no
52,management,married,tertiary,no,3163,no,no,cellular,25,8,6,0,unknown,no
41,technician,married,tertiary,no,0,no,no,unknown,20,6,1,0,unknown,no
38,management,divorced,secondary,no,-17,no,no,cellular,21,11,4,0,unknown,no
42,blue-collar,married,secondary,no,130,yes,no,unknown,29,5,1,0,unknown,no
32,technician,single,tertiary,no,930,no,no,cellular,27,8,7,0,unknown,no
22,admin.,single,secondary,no,4111,no,yes,cellular,19,8,1,0,unknown,no
46,self-employed,married,secondary,no,548,no,no,cellular,12,8,4,0,unknown,yes
25,student,single,unknown,no,10788,no,no,cellular,23,12,2,2,other,no
30,management,married,tertiary,no,1476,yes,yes,unknown,3,6,4,0,unknown,no
56,retired,married,secondary,no,344,yes,no,unknown,15,5,1,0,unknown,no
38,technician,married,secondary,no,226,yes,no,unknown,30,5,3,0,unknown,yes
39,management,married,tertiary,no,-606,yes,no,unknown,26,5,1,0,unknown,no
49,technician,married,tertiary,no,279,yes,no,unknown,19,5,4,0,unknown,no
35,management,single,tertiary,no,747,no,no,cellular,23,2,2,3,failure,no
47,management,married,tertiary,no,109,yes,no,cellular,22,7,1,0,unknown,no
25,blue-collar,married,secondary,no,-76,yes,no,unknown,12,5,3,0,unknown,no
31,services,single,secondary,no,85,no,no,cellular,16,7,1,0,unknown,no
36,blue-collar,married,primary,no,123,yes,no,cellular,18,5,1,0,unknown,no
33,blue-collar,married,primary,no,1165,yes,no,unknown,21,5,2,0,unknown,no
59,services,married,secondary,no,0,yes,no,cellular,12,5,3,0,unknown,no
44,management,married,tertiary,no,3762,no,no,cellular,28,8,12,0,unknown,no
45,admin.,married,secondary,no,-388,yes,no,cellular,14,7,2,0,unknown,no
47,management,married,tertiary,no,0,no,no,cellular,27,10,1,0,unknown,yes
38,blue-collar,divorced,secondary,no,157,no,no,unknown,9,6,5,0,unknown,no
26,student,single,tertiary,no,294,no,no,cellular,5,3,1,2,success,yes
32,management,divorced,tertiary,no,1,yes,no,unknown,8,5,4,0,unknown,no
35,management,divorced,tertiary,no,434,yes,no,cellular,11,5,1,2,success,no
25,technician,married,tertiary,no,914,yes,no,cellular,12,5,2,0,unknown,no
31,services,married,secondary,no,440,yes,no,unknown,17,6,3,0,unknown,no
65,housemaid,married,primary,no,2179,yes,no,cellular,4,9,7,0,unknown,no
55,admin.,married,secondary,no,865,yes,no,cellular,17,4,1,1,failure,no
32,management,single,tertiary,no,474,yes,no,cellular,7,8,3,0,unknown,no
60,admin.,married,secondary,no,1025,no,no,cellular,6,8,8,0,unknown,no
53,services,married,secondary,no,-2,yes,yes,cellular,16,4,2,0,unknown,no
57,technician,married,secondary,no,16063,yes,no,unknown,30,5,3,0,unknown,no
34,blue-collar,married,secondary,no,103,yes,yes,unknown,8,5,2,0,unknown,no
32,management,married,tertiary,no,273,yes,yes,cellular,18,7,3,0,unknown,no
28,blue-collar,single,secondary,no,0,yes,no,unknown,28,5,1,0,unknown,no
80,retired,married,secondary,no,8304,no,no,telephone,9,6,1,12,failure,yes
59,retired,divorced,secondary,no,319,no,no,cellular,24,7,1,0,unknown,no
45,blue-collar,married,secondary,no,2926,yes,yes,cellular,19,11,3,2,failure,no
30,admin.,single,secondary,no,3809,yes,no,unknown,3,6,4,0,unknown,no
58,management,married,secondary,no,407,yes,no,cellular,29,7,2,0,unknown,no
50,admin.,divorced,secondary,no,1111,yes,no,cellular,17,4,1,0,unknown,no
39,unemployed,married,secondary,no,270,yes,no,unknown,3,6,1,0,unknown,no
35,technician,married,secondary,no,251,yes,yes,unknown,1,7,3,0,unknown,no
36,blue-collar,married,unknown,no,70,yes,no,unknown,8,5,4,0,unknown,no
44,blue-collar,married,primary,no,-14,yes,yes,unknown,19,5,4,0,unknown,no
46,technician,married,secondary,no,2098,no,no,cellular,7,8,2,0,unknown,no
43,self-employed,married,secondary,no,634,yes,no,cellular,17,11,1,1,failure,no
33,management,married,tertiary,no,150,no,no,cellular,21,8,2,0,unknown,no
54,admin.,married,secondary,no,865,yes,no,cellular,17,11,1,0,unknown,no
51,blue-collar,married,secondary,no,1840,yes,no,cellular,18,8,3,0,unknown,no
46,blue-collar,married,primary,no,143,yes,no,unknown,7,5,1,0,unknown,no
36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,11,2,0,unknown,no
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,4,4,0,unknown,yes
32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,5,1,0,unknown,no
27,blue-collar,married,secondary,no,362,yes,no,unknown,14,5,2,0,unknown,no
39,technician,single,tertiary,no,-41,no,yes,cellular,25,8,15,0,unknown,no
21,student,single,secondary,no,2488,no,no,cellular,30,6,6,3,success,yes
45,management,married,tertiary,no,-206,yes,no,cellular,6,5,2,0,unknown,no
40,services,divorced,secondary,no,1959,yes,no,unknown,30,5,1,0,unknown,no
37,admin.,married,secondary,no,1193,no,no,cellular,12,5,2,0,unknown,no
51,management,married,tertiary,no,1612,no,no,cellular,16,3,1,5,failure,no
44,technician,single,secondary,no,33,yes,no,cellular,13,5,3,10,failure,no
31,services,married,secondary,no,338,yes,no,cellular,28,1,1,0,unknown,no
42,technician,divorced,secondary,no,248,no,no,cellular,19,8,4,0,unknown,no
32,technician,married,unknown,no,14533,no,no,cellular,31,12,3,2,success,no
44,management,single,tertiary,no,-1313,yes,yes,cellular,15,5,10,0,unknown,no
45,blue-collar,married,primary,no,2128,yes,no,unknown,19,5,4,0,unknown,no
34,admin.,married,secondary,no,396,yes,no,cellular,16,7,3,0,unknown,no
26,admin.,single,secondary,no,236,yes,yes,cellular,18,5,2,0,unknown,no
45,management,married,tertiary,no,1529,no,no,cellular,30,6,1,0,unknown,no
23,blue-collar,single,primary,no,8627,yes,no,cellular,15,5,1,1,failure,no
34,self-employed,single,tertiary,no,462,no,no,cellular,21,8,3,0,unknown,yes
55,retired,married,secondary,no,2749,yes,yes,unknown,29,5,2,0,unknown,no
52,technician,married,tertiary,no,214,no,no,cellular,29,8,3,0,unknown,no
32,unemployed,divorced,primary,no,0,no,no,cellular,15,7,4,0,unknown,no
58,entrepreneur,married,secondary,no,2,no,no,unknown,16,6,1,0,unknown,no
27,blue-collar,single,secondary,no,113,no,no,cellular,22,7,17,0,unknown,no
45,unemployed,married,primary,no,180,yes,yes,unknown,27,5,2,0,unknown,no
50,services,married,secondary,no,961,no,yes,cellular,14,8,4,0,unknown,no
69,retired,married,tertiary,no,473,no,no,cellular,7,7,1,1,failure,no
54,management,married,tertiary,no,55,yes,no,cellular,2,6,2,0,unknown,no
44,blue-collar,married,primary,no,-312,yes,no,unknown,20,6,3,0,unknown,no
23,technician,single,secondary,no,598,no,no,cellular,30,4,1,0,unknown,no
32,blue-collar,married,secondary,no,736,yes,no,unknown,23,5,3,0,unknown,no
55,housemaid,married,secondary,no,139,no,no,cellular,22,8,2,0,unknown,no
52,retired,single,secondary,no,316,no,no,cellular,12,5,3,0,unknown,no
52,retired,married,secondary,no,603,no,yes,unknown,9,6,1,0,unknown,no
30,technician,married,secondary,no,1211,yes,no,cellular,18,5,1,0,unknown,no
31,technician,divorced,secondary,no,10787,yes,no,unknown,4,6,2,0,unknown,no
34,management,married,secondary,no,-294,yes,no,unknown,27,5,2,0,unknown,no
28,management,single,tertiary,no,781,no,no,cellular,9,4,6,0,unknown,no
31,housemaid,single,tertiary,no,287,yes,no,cellular,19,11,1,0,unknown,no
30,management,single,tertiary,no,18,no,no,unknown,20,5,11,0,unknown,no
25,admin.,married,secondary,no,18,yes,no,cellular,18,7,1,0,unknown,no
38,technician,single,tertiary,no,2273,yes,no,cellular,17,4,1,0,unknown,no
46,admin.,married,secondary,no,1069,yes,no,unknown,8,5,2,0,unknown,no
38,management,married,tertiary,no,-70,yes,no,cellular,30,1,1,3,other,no
50,housemaid,divorced,primary,no,94,yes,no,cellular,22,7,4,0,unknown,no
39,blue-collar,married,primary,no,1564,no,no,unknown,17,6,1,0,unknown,no
47,technician,married,secondary,no,1219,no,no,cellular,18,8,4,0,unknown,yes
31,management,married,tertiary,no,1331,no,no,cellular,30,4,1,3,success,yes
54,technician,married,tertiary,no,98,no,no,cellular,8,8,4,0,unknown,no
45,management,married,tertiary,no,5450,no,no,cellular,8,8,2,0,unknown,no
43,services,divorced,secondary,no,0,no,no,cellular,31,7,4,0,unknown,no
30,admin.,single,secondary,no,127,yes,no,cellular,18,5,6,1,other,no
52,technician,married,secondary,no,3554,no,yes,cellular,8,7,1,0,unknown,no
67,retired,married,unknown,no,696,no,no,telephone,17,8,1,2,failure,no
61,admin.,married,secondary,no,4608,no,no,cellular,12,3,1,0,unknown,yes
57,retired,married,primary,no,5799,no,no,unknown,17,6,1,0,unknown,no
31,management,married,tertiary,no,1010,yes,no,cellular,15,5,3,9,other,no
48,admin.,married,secondary,no,3064,yes,no,telephone,15,7,2,0,unknown,no
35,blue-collar,divorced,secondary,no,275,no,yes,cellular,10,7,5,0,unknown,no
56,blue-collar,married,secondary,no,345,yes,no,telephone,22,7,1,0,unknown,no
63,retired,married,tertiary,no,133,yes,no,cellular,13,2,2,0,unknown,no
47,technician,married,unknown,no,2106,yes,no,unknown,6,5,1,0,unknown,no
41,management,divorced,tertiary,no,5037,no,no,cellular,23,4,9,5,other,yes
46,technician,married,secondary,no,499,yes,no,cellular,31,7,10,0,unknown,no
31,self-employed,married,tertiary,no,1134,no,no,cellular,6,2,2,0,unknown,no
48,technician,married,secondary,no,568,yes,no,cellular,2,9,2,1,success,yes
30,technician,single,tertiary,no,236,yes,no,unknown,16,5,1,0,unknown,no
32,technician,single,tertiary,no,1625,no,no,cellular,22,5,1,1,failure,yes
25,services,married,secondary,no,72,yes,no,cellular,23,7,2,0,unknown,no
33,blue-collar,married,primary,no,-195,no,no,unknown,20,9,1,0,unknown,no
58,admin.,single,secondary,no,2223,no,no,cellular,4,12,2,1,success,no
26,blue-collar,married,primary,no,0,yes,no,unknown,21,5,1,0,unknown,no
51,services,divorced,secondary,no,12,yes,no,cellular,17,11,1,0,unknown,no
37,blue-collar,married,secondary,no,427,yes,yes,unknown,9,6,3,0,unknown,no
43,blue-collar,single,primary,no,30,yes,no,unknown,30,5,17,0,unknown,no
50,admin.,divorced,secondary,no,202,no,yes,cellular,17,11,1,0,unknown,no
30,technician,single,secondary,no,790,no,no,cellular,20,8,3,0,unknown,no
34,technician,single,secondary,no,0,no,no,cellular,21,8,2,0,unknown,no
48,management,married,tertiary,no,998,yes,no,cellular,29,1,3,0,unknown,no
58,management,married,tertiary,no,1831,no,no,cellular,17,11,1,0,unknown,no
32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,7,2,0,unknown,yes
32,technician,single,tertiary,no,741,yes,no,cellular,11,8,1,0,unknown,no
31,management,married,tertiary,no,459,no,no,cellular,28,8,14,0,unknown,no
31,blue-collar,single,primary,no,2488,yes,no,cellular,20,4,1,0,unknown,no
56,services,married,secondary,no,83,no,no,cellular,27,8,11,0,unknown,no
28,management,married,tertiary,no,1480,yes,no,cellular,18,5,1,0,unknown,no
52,management,married,tertiary,no,0,yes,no,cellular,9,7,1,0,unknown,no
34,technician,married,secondary,no,47,no,no,cellular,25,8,6,0,unknown,no
30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,5,2,0,unknown,yes
41,entrepreneur,married,secondary,no,2105,yes,no,cellular,18,11,1,0,unknown,no
47,blue-collar,married,primary,no,233,no,no,cellular,8,8,3,0,unknown,no
29,management,single,secondary,no,-105,yes,no,unknown,27,5,3,0,unknown,no
34,management,married,tertiary,no,1310,no,no,telephone,30,1,3,7,other,no
52,blue-collar,married,primary,no,1331,yes,no,cellular,29,7,2,0,unknown,no
26,services,single,secondary,no,50,yes,no,cellular,12,8,1,0,unknown,no
42,services,married,secondary,no,292,yes,no,cellular,11,5,3,0,unknown,no
30,management,single,tertiary,no,775,yes,no,unknown,16,6,2,0,unknown,no
31,technician,married,secondary,no,251,no,yes,cellular,29,8,2,0,unknown,no
32,services,single,secondary,no,2881,no,no,cellular,2,7,1,0,unknown,yes
27,unknown,single,tertiary,no,6421,no,no,telephone,28,1,4,0,unknown,no
29,management,single,tertiary,no,3357,no,no,cellular,21,7,3,0,unknown,no
30,technician,single,secondary,no,4787,yes,no,cellular,18,11,1,2,failure,no
57,blue-collar,married,primary,no,318,yes,no,unknown,27,5,2,0,unknown,no
69,retired,married,primary,no,279,no,no,telephone,12,8,1,0,unknown,no
41,blue-collar,married,primary,no,-516,no,yes,telephone,8,7,3,0,unknown,no
35,management,married,tertiary,no,175,yes,no,cellular,7,8,2,0,unknown,no
44,technician,married,secondary,no,310,yes,no,cellular,6,2,1,1,failure,no
27,services,single,secondary,no,-195,yes,no,cellular,18,5,1,0,unknown,yes
32,management,married,tertiary,no,0,no,no,cellular,19,11,1,0,unknown,no
39,technician,married,secondary,no,116,no,no,cellular,24,8,2,2,success,no
33,management,married,unknown,no,18347,yes,no,unknown,23,5,1,0,unknown,no
45,blue-collar,married,secondary,no,192,yes,no,cellular,13,5,5,1,other,no
59,self-employed,married,tertiary,no,593,no,no,unknown,13,5,2,0,unknown,no
48,management,married,secondary,no,4415,yes,no,cellular,8,4,3,7,failure,yes
61,retired,married,secondary,no,76,yes,no,cellular,15,7,7,0,unknown,no
26,student,single,secondary,no,2572,yes,no,cellular,5,5,1,0,unknown,no
51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,5,1,0,unknown,no
29,technician,married,secondary,no,0,yes,no,cellular,28,7,6,0,unknown,no
46,entrepreneur,married,secondary,no,757,no,no,unknown,16,6,3,0,unknown,no
34,management,married,tertiary,no,436,no,yes,cellular,28,7,4,0,unknown,no
44,management,married,primary,no,4758,yes,no,cellular,22,7,6,0,unknown,yes
32,technician,married,secondary,no,5122,no,no,cellular,13,8,1,0,unknown,no
33,admin.,married,secondary,no,220,yes,no,unknown,27,5,1,0,unknown,no
40,admin.,married,secondary,no,1327,yes,yes,unknown,26,5,2,0,unknown,no
27,services,married,secondary,no,0,yes,no,cellular,22,7,13,0,unknown,yes
59,admin.,married,secondary,no,817,no,no,cellular,9,4,1,0,unknown,no
43,management,married,tertiary,no,422,no,no,cellular,12,8,1,0,unknown,no
49,blue-collar,divorced,primary,no,15,yes,no,unknown,27,5,7,0,unknown,no
52,blue-collar,married,secondary,no,1117,yes,no,cellular,13,5,1,0,unknown,no
55,services,married,unknown,no,1210,yes,no,unknown,30,5,1,0,unknown,no
29,blue-collar,single,tertiary,no,455,no,no,telephone,21,4,1,0,unknown,yes
53,blue-collar,married,secondary,no,70,yes,no,unknown,5,5,2,0,unknown,no
35,management,single,tertiary,no,633,yes,no,cellular,17,4,3,0,unknown,no
46,management,single,secondary,no,295,yes,no,unknown,23,5,6,0,unknown,no
41,management,married,secondary,no,0,no,yes,cellular,7,7,3,0,unknown,no
49,housemaid,married,primary,no,249,yes,no,cellular,21,11,1,0,unknown,no
30,blue-collar,single,secondary,no,180,no,no,cellular,14,7,1,2,failure,no
44,management,divorced,tertiary,no,0,no,no,cellular,10,8,1,0,unknown,no
36,management,married,tertiary,no,1582,no,no,telephone,3,2,2,1,failure,no
40,management,married,tertiary,no,51,no,no,cellular,19,8,2,0,unknown,no
33,technician,married,secondary,no,1844,yes,no,unknown,29,5,3,0,unknown,no
30,self-employed,single,tertiary,no,48,no,no,cellular,21,11,1,0,unknown,no
34,management,single,tertiary,no,0,no,no,cellular,5,2,1,0,unknown,no
40,self-employed,married,tertiary,no,1603,no,no,unknown,17,6,1,0,unknown,no
38,services,divorced,secondary,no,792,no,no,unknown,6,6,1,0,unknown,no
33,management,married,secondary,no,11,yes,no,cellular,4,5,3,0,unknown,no
38,blue-collar,married,primary,no,1327,yes,no,cellular,20,11,1,0,unknown,no
54,retired,married,secondary,no,153,yes,yes,unknown,26,5,1,0,unknown,no
32,management,single,tertiary,no,11797,yes,no,cellular,11,8,2,0,unknown,no
40,blue-collar,married,primary,no,1136,yes,no,unknown,21,5,1,0,unknown,no
27,technician,single,unknown,no,59,no,no,cellular,15,7,4,0,unknown,no
53,retired,married,secondary,no,665,yes,no,cellular,22,4,2,0,unknown,yes
34,admin.,married,tertiary,no,37,no,no,cellular,6,2,1,0,unknown,no
44,management,married,tertiary,no,332,yes,no,cellular,23,7,5,0,unknown,no
58,retired,married,secondary,no,35,no,no,cellular,29,7,7,0,unknown,no
31,admin.,single,secondary,no,2104,yes,no,unknown,3,6,1,0,unknown,no
42,management,married,tertiary,no,484,yes,no,cellular,11,7,2,0,unknown,no
42,self-employed,married,secondary,no,97,no,no,cellular,10,7,2,0,unknown,no
34,technician,single,tertiary,no,925,yes,no,cellular,13,4,1,0,unknown,yes
31,technician,married,secondary,no,2363,yes,no,unknown,13,5,1,0,unknown,no
62,housemaid,married,secondary,no,565,no,no,cellular,4,9,3,0,unknown,no
34,management,single,tertiary,no,0,no,no,cellular,21,8,2,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,11,3,1,0,unknown,no
44,management,married,tertiary,no,1058,no,no,cellular,11,3,3,0,unknown,yes
38,unemployed,married,primary,no,-363,no,no,unknown,12,6,2,0,unknown,no
34,admin.,single,secondary,no,852,no,no,cellular,14,4,2,0,unknown,no
33,technician,married,secondary,no,9305,yes,no,cellular,17,4,2,0,unknown,no
41,technician,married,secondary,no,902,no,no,unknown,16,6,6,0,unknown,no
35,technician,single,secondary,no,450,yes,no,cellular,13,5,1,0,unknown,no
51,retired,divorced,secondary,no,1679,no,no,cellular,12,8,1,9,other,yes
36,management,single,tertiary,no,-679,yes,yes,cellular,7,5,1,1,failure,no
31,services,married,secondary,no,388,yes,no,unknown,5,5,2,0,unknown,no
56,management,married,tertiary,no,217,no,yes,cellular,21,7,2,0,unknown,no
48,unemployed,married,secondary,no,817,no,no,cellular,14,1,1,4,success,yes
38,management,married,tertiary,no,-558,yes,no,cellular,21,7,1,0,unknown,no
32,management,single,tertiary,no,697,no,no,cellular,7,8,1,3,failure,no
34,services,married,secondary,no,-315,yes,no,unknown,8,5,2,0,unknown,no
59,entrepreneur,married,primary,no,0,no,no,telephone,19,11,2,1,failure,no
36,management,married,tertiary,no,254,no,no,unknown,6,6,3,0,unknown,no
33,blue-collar,married,secondary,no,26,yes,no,cellular,17,4,3,1,other,no
43,technician,married,tertiary,no,192,no,no,cellular,5,8,2,0,unknown,no
30,management,single,tertiary,no,2186,yes,no,unknown,3,6,1,0,unknown,no
25,student,single,tertiary,no,5,no,no,cellular,29,9,1,0,unknown,no
38,blue-collar,married,primary,no,2240,yes,no,cellular,19,11,1,1,failure,no
32,management,single,tertiary,no,1831,yes,no,cellular,20,4,2,0,unknown,no
36,entrepreneur,married,secondary,no,134,no,no,unknown,20,5,1,0,unknown,no
52,technician,married,secondary,no,11,yes,no,unknown,13,5,1,0,unknown,no
32,blue-collar,married,secondary,no,1005,no,no,cellular,12,5,1,0,unknown,no
48,technician,divorced,secondary,yes,20,no,no,cellular,27,8,3,0,unknown,no
38,admin.,married,tertiary,no,1988,no,no,cellular,27,3,2,2,failure,yes
56,blue-collar,married,primary,no,551,no,no,unknown,29,5,1,0,unknown,no
33,technician,married,tertiary,no,-988,yes,yes,cellular,15,7,3,0,unknown,no
45,admin.,married,unknown,no,2033,no,no,cellular,30,11,1,4,failure,no
26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,7,6,0,unknown,no
35,technician,married,secondary,no,1707,yes,no,unknown,2,6,3,0,unknown,no
27,admin.,single,secondary,no,619,yes,no,cellular,20,4,5,4,other,no
33,management,married,tertiary,no,1808,yes,no,unknown,4,6,4,0,unknown,no
43,technician,married,secondary,no,0,no,yes,cellular,8,5,2,5,failure,no
25,technician,single,tertiary,no,777,yes,no,unknown,14,5,1,0,unknown,no
42,management,divorced,unknown,no,7702,no,no,cellular,16,2,2,0,unknown,yes
54,blue-collar,married,secondary,no,-630,no,no,unknown,23,5,1,0,unknown,no
31,services,single,secondary,no,864,yes,no,cellular,6,5,1,0,unknown,no
60,admin.,married,secondary,no,2552,no,yes,cellular,30,1,2,4,other,no
48,unknown,married,unknown,no,286,no,no,cellular,30,7,2,0,unknown,no
35,technician,divorced,secondary,no,473,yes,yes,unknown,26,5,4,0,unknown,no
52,blue-collar,married,primary,no,779,yes,no,unknown,16,5,3,0,unknown,no
26,admin.,single,secondary,no,255,no,no,cellular,30,4,1,1,success,yes
47,admin.,married,secondary,no,2,no,no,cellular,10,7,1,0,unknown,no
59,technician,married,secondary,no,259,no,no,cellular,15,6,1,1,success,yes
33,technician,single,secondary,no,920,yes,no,cellular,21,11,1,4,failure,no
45,blue-collar,married,secondary,no,115,no,no,cellular,11,8,4,0,unknown,no
30,unknown,single,tertiary,no,6836,no,no,cellular,27,2,3,0,unknown,no
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,6,3,0,unknown,yes
54,management,married,primary,no,3859,no,yes,cellular,20,11,3,0,unknown,no
30,student,single,tertiary,no,34,yes,no,unknown,6,5,1,0,unknown,no
34,management,married,tertiary,no,-308,yes,no,cellular,30,4,2,0,unknown,no
31,services,married,secondary,no,500,yes,no,unknown,6,6,18,0,unknown,no
23,admin.,single,secondary,no,589,yes,no,cellular,6,5,1,0,unknown,no
33,management,married,tertiary,no,273,yes,no,unknown,16,5,1,0,unknown,yes
28,admin.,single,secondary,no,177,yes,yes,cellular,6,5,1,0,unknown,no
43,unknown,single,tertiary,no,2731,no,no,cellular,21,11,7,0,unknown,no
31,admin.,married,secondary,no,5,yes,yes,cellular,16,7,7,0,unknown,no
48,services,single,unknown,no,5095,yes,no,unknown,16,6,1,0,unknown,no
42,blue-collar,married,primary,no,260,yes,no,telephone,31,7,2,0,unknown,no
53,entrepreneur,married,unknown,no,7,no,no,cellular,20,11,1,0,unknown,no
56,retired,married,secondary,no,3948,no,no,cellular,3,4,1,3,failure,no
36,technician,married,unknown,no,756,no,no,cellular,11,7,3,0,unknown,no
57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,5,1,4,other,no
35,technician,divorced,secondary,no,69,yes,no,unknown,8,5,3,0,unknown,no
28,unemployed,married,secondary,no,655,yes,no,unknown,4,6,2,0,unknown,no
57,blue-collar,married,primary,no,1592,no,yes,unknown,20,6,4,0,unknown,no
28,blue-collar,married,primary,no,60,yes,no,cellular,6,5,1,1,failure,no
57,blue-collar,married,primary,no,452,yes,no,unknown,13,5,4,0,unknown,no
36,blue-collar,married,primary,no,1925,yes,no,cellular,20,4,2,0,unknown,yes
59,retired,married,primary,no,46,no,no,cellular,14,8,2,0,unknown,no
50,blue-collar,married,secondary,no,887,no,no,unknown,16,6,1,0,unknown,no
41,blue-collar,married,primary,no,8,yes,no,cellular,15,7,2,0,unknown,no
42,management,divorced,tertiary,no,0,no,no,unknown,19,5,2,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,14,7,2,0,unknown,no
29,services,single,secondary,no,0,no,no,cellular,17,7,1,0,unknown,no
59,blue-collar,married,primary,no,699,no,no,cellular,28,1,1,6,failure,no
37,services,divorced,primary,no,260,yes,no,cellular,17,4,2,0,unknown,no
80,management,married,primary,no,6483,no,no,telephone,19,10,1,0,unknown,no
52,unemployed,married,primary,no,20,yes,no,telephone,28,1,1,0,unknown,no
29,blue-collar,single,secondary,no,555,yes,no,cellular,15,5,4,0,unknown,no
27,services,married,secondary,no,54,yes,no,cellular,18,5,1,1,failure,no
48,management,married,tertiary,no,5887,no,no,cellular,13,8,2,0,unknown,no
47,management,divorced,tertiary,no,94,yes,no,cellular,31,7,19,0,unknown,no
36,management,married,secondary,no,-148,no,no,cellular,18,11,2,0,unknown,no
73,retired,married,unknown,no,519,no,no,telephone,16,10,1,1,failure,yes
46,management,single,tertiary,no,2154,yes,no,cellular,21,7,4,0,unknown,no
43,blue-collar,married,primary,no,-98,yes,yes,cellular,12,5,2,3,other,no
41,self-employed,married,primary,no,204,no,no,cellular,13,8,7,0,unknown,no
39,admin.,single,unknown,no,0,yes,no,cellular,11,5,1,0,unknown,no
39,blue-collar,married,primary,no,20,yes,no,unknown,7,5,1,0,unknown,no
51,technician,married,secondary,no,-379,yes,no,cellular,5,8,1,0,unknown,no
37,admin.,single,secondary,no,781,no,no,cellular,20,8,1,0,unknown,no
59,management,married,tertiary,no,1881,no,no,cellular,19,11,2,0,unknown,no
39,services,married,secondary,no,186,yes,no,cellular,17,4,1,0,unknown,no
33,services,married,secondary,no,-333,yes,no,cellular,30,7,5,0,unknown,no
36,student,single,unknown,no,386,no,no,unknown,18,6,2,0,unknown,no
30,blue-collar,single,secondary,no,178,yes,no,unknown,20,5,5,0,unknown,no
36,services,married,primary,no,179,no,no,unknown,9,6,1,0,unknown,no
58,management,married,secondary,no,111,no,no,telephone,24,3,2,0,unknown,no
32,management,married,tertiary,no,2431,yes,no,cellular,14,5,5,0,unknown,yes
43,services,married,primary,no,-88,yes,yes,cellular,17,4,1,2,failure,no
42,blue-collar,married,primary,no,505,yes,no,unknown,14,5,2,0,unknown,no
48,blue-collar,married,secondary,no,333,yes,no,cellular,14,5,6,0,unknown,no
35,management,married,secondary,no,839,yes,no,unknown,23,5,3,0,unknown,no
41,blue-collar,married,secondary,no,429,yes,no,unknown,13,5,1,0,unknown,no
55,blue-collar,married,secondary,no,989,yes,yes,unknown,23,5,4,0,unknown,no
58,blue-collar,married,primary,no,73,no,no,unknown,17,6,1,0,unknown,no
43,management,married,tertiary,no,1188,no,no,cellular,27,5,2,0,unknown,no
35,services,married,secondary,no,109,yes,no,unknown,6,5,3,0,unknown,no
40,blue-collar,married,secondary,no,440,yes,no,unknown,5,6,2,0,unknown,no
45,admin.,married,secondary,no,248,no,no,cellular,16,7,2,0,unknown,no
29,technician,single,tertiary,no,406,yes,no,cellular,17,7,1,0,unknown,no
35,management,married,tertiary,no,552,yes,yes,cellular,19,11,2,1,failure,no
45,housemaid,married,primary,no,7353,no,no,cellular,13,8,2,0,unknown,no
43,management,married,tertiary,no,2886,no,no,cellular,20,11,1,0,unknown,no
40,management,married,tertiary,no,8902,yes,no,cellular,14,8,5,0,unknown,no
42,student,married,unknown,no,-7,no,no,telephone,31,7,6,0,unknown,no
39,services,married,secondary,no,5731,yes,no,unknown,20,5,2,0,unknown,no
45,management,married,tertiary,no,-192,yes,no,cellular,6,5,3,0,unknown,no
41,admin.,married,tertiary,no,1287,no,no,unknown,16,6,1,0,unknown,no
27,services,single,secondary,no,201,yes,no,unknown,4,6,2,0,unknown,no
38,blue-collar,married,secondary,no,648,yes,no,unknown,3,6,1,0,unknown,no
51,self-employed,married,unknown,no,2094,no,no,cellular,8,6,6,0,unknown,yes
34,management,single,tertiary,no,184,no,no,cellular,22,7,4,0,unknown,no
42,services,divorced,secondary,no,257,yes,no,cellular,12,5,2,0,unknown,yes
41,management,divorced,tertiary,no,3355,no,no,cellular,14,10,2,1,failure,no
46,services,married,secondary,no,1034,no,no,cellular,8,8,2,0,unknown,no
38,management,single,tertiary,no,11971,yes,no,unknown,17,11,2,3,failure,no
35,technician,married,secondary,no,141,yes,no,cellular,19,8,2,0,unknown,no
52,management,married,secondary,no,-588,yes,no,cellular,22,7,4,0,unknown,no
41,admin.,married,secondary,no,920,yes,yes,unknown,27,5,1,0,unknown,no
